,Presence of Investment Promotion Unit,Land Use Plan,Population,Local Economy Growth,Availability of Basic Utilities,Budget for DRRMP,Capacity of School Services,Transportation Vehicles,Education,Poverty_Incidents,Cluster_Id
Dolores (AA),1.0,0.97692,0.012738961795661516,0.004681188417833816,0.97516,0.010412727641407566,0.0453714901091916,0.004214834813598918,0.0366502782153871,0.171903279012157,2
Dolores (ES),0.79976,0.8857200000000001,0.06764454441487629,0.0021140850919249493,0.71752,0.006850478711452346,0.08015041443413613,0.034421150977724496,0.16009637034395835,0.6769055397410669,2
Dolores (QN),0.75,0.9314399999999999,0.04962981932615925,0.003020121559892785,0.73416,0.006302440414536158,0.06867513483453513,0.02716226879874858,0.09759201989911215,0.052816995586802445,2
Don Carlos,1.0,0.9,0.10957158958126535,0.00815432821171052,0.7943600000000001,0.04850138927708261,0.14882554926867128,0.016156866785462517,0.17813739876781173,0.3167172942577485,2
Don Marcelino,1.0,0.9846,0.07058203049966709,0.0018120729359356708,0.5,0.006576459562994252,0.05384554273658925,0.004214834813598918,0.030968064538582897,0.4546535990167421,2
Don Victoriano Chiongbian,0.5,0.95428,0.010769036293301809,0.0037751519498659815,0.72484,0.006302440414536158,0.016948105254795304,0.0004683149792887687,0.012358814747049137,0.42727012207936116,2
Dona Remedios Trinidad,1.0,0.9545600000000001,0.042916062622887385,0.006644267431764128,0.81252,0.05891411691849017,0.015359220387158245,0.002107417406799459,0.054833361981160546,0.44459176330486727,2
Donsol,1.0,0.95428,0.08385466460434685,0.0,0.6263200000000001,0.0,0.13505521374915008,0.03723104085345711,0.0846649837843826,0.1176457851734393,2
Duenas,1.0,0.95428,0.0532546910765261,0.002416097247914228,0.77,0.006850478711452346,0.08897755258767535,0.25968065601562224,0.06122585236756527,0.24717599933770196,2
Duero,0.5,0.96,0.02415652471172339,0.002416097247914228,0.89064,0.007124497859910439,0.07962078614492378,0.002341574896443843,0.06705012138628957,0.23342057836450592,2
Dulag,0.75,0.9885600000000001,0.07830511299036708,0.0019630790139303104,0.5,0.006850478711452346,0.14335272361347695,0.009834614565064142,0.10654150644007877,0.2857675970680575,2
Dumaguete,1.0,0.9818,0.22167288022703183,0.06206349805579673,0.9692000000000001,0.6781973924337822,0.18095633214755402,0.15805630550995942,0.5104048435189373,0.012824382757325083,0
Dumalag,0.79912,0.90284,0.044325638291537,0.001661066857941032,0.64052,0.005480382969161876,0.11281082560223124,0.03348452101914696,0.18879154941181955,0.02479669360436607,2
Dumalinao,0.75,0.97716,0.050350269112357945,0.0019630790139303104,0.6400000000000001,0.017537225501318005,0.11245774007608969,0.029503843695192423,0.11833209981944749,0.38995217443911634,2
Dumalneg,0.53268,0.9513600000000001,0.0,0.001661066857941032,0.485,0.01068674678986566,0.04095792103242198,0.0032782048550213804,0.0225867993652967,0.06351565634373268,2
Dumangas,1.0,0.9794800000000001,0.12164869469290525,0.0015100607799463925,0.95712,0.04904942757399879,0.07909115785571143,0.427103261111357,0.15711320816363616,0.15216170261544046,2
Dumanjug,1.0,0.8857200000000001,0.09367296821239761,0.0055872248858016525,0.8900000000000001,0.005206363820703783,0.2122044012110829,0.11497132741539269,0.08835842267430533,0.25609154996847716,2
Dumaran,0.25,0.7946,0.034350715164747386,0.0007550303899731963,0.1996,0.006850478711452346,0.06073071049634984,0.00702472468933153,0.0592370775806838,0.16973807385896872,1
Dumarao,1.0,0.90908,0.07919958446405337,0.009060364679678355,0.5024000000000001,0.05233765735549592,0.043606062478483754,0.0194350716404839,0.09389858100918944,0.0763795222538512,2
Dumingag,1.0,0.9182000000000001,0.07811194891725583,0.007097285665748045,0.7634400000000001,0.05891411691849017,0.0646146512839071,0.00702472468933153,0.16208514513083983,0.47847085570181297,2
Dupax Del Norte,1.0,0.95384,0.04092873495177892,0.0034731397938767027,0.4,0.006850478711452346,0.07838498680342829,0.017561811723328824,0.0872219799389445,0.15318062268752908,2
Dupax Del Sur,1.0,0.95384,0.02630569255219533,0.00015100607799463925,0.36956000000000006,0.027401914845809384,0.014476506571804324,0.002341574896443843,0.01576814295313166,0.17559686427347815,2
E. B. Magalona,1.0,0.89744,0.10492695074222114,0.0028691154818981457,0.5015200000000001,0.06357244244227776,0.04996160194903199,0.018732599171550745,0.03196245193202363,0.16298772838138179,2
Echague,1.0,0.9272800000000001,0.14690098176423189,0.00407716410585526,0.7988400000000001,0.047679331831708326,0.28494001959624604,0.05736858496287416,0.1951840397982243,0.1799272745798547,2
El Nido,0.5,0.96924,0.06545187115253244,0.00588923704179093,0.50252,0.0008220574453742815,0.10716145718396614,0.16086619538569202,0.12870213977961514,0.14184513688554343,2
El Salvador,1.0,0.984,0.09541318508727369,0.24478085242931022,0.9498,0.4044522631241465,0.35520403929841826,0.09459962581633126,0.20867929728063428,0.10210725407408824,2
Enrile,0.0,0.97144,0.05540733935074779,0.003020121559892785,0.76088,0.006850478711452346,0.09233186508602026,0.01732765423368444,0.09958079468599362,0.2470486343286909,1
Enrique Villanueva,0.79912,0.9892,0.003670691660682333,0.0028691154818981457,0.96,0.01068674678986566,0.035661638140298456,0.003512362344665765,0.035513835480026255,0.1554731928497284,2
Escalante,1.0,0.9454400000000001,0.1567506092760304,0.12669409943750234,0.71564,0.5146079608043002,0.1986106084546325,0.07282297927940352,0.23822680840001612,0.2944284176808105,2
Esperanza (AS),1.0,0.90908,0.08841403281652215,0.003926158027860621,0.7523200000000001,0.05891411691849017,0.0407813782693512,0.005385622261820839,0.06392490386404726,0.37555992842086494,2
Esperanza (MS),0.0,0.0,0.02536075478913763,0.0,0.27252000000000004,0.009590670196033284,0.028246842091325507,0.005151464772176455,0.022160633339536384,0.5537435760273579,1
Esperanza (SK),1.0,0.80908,0.10806804220137244,0.00407716410585526,0.9214000000000001,0.056995982879283515,0.1223441348080536,0.053153750149275245,0.0930462489576688,0.32232135465423584,2
Estancia,1.0,0.96364,0.08562794559984556,0.0034731397938767027,0.77912,0.05946215521540636,0.0566702269457218,0.06252004973505061,0.057816524161482745,0.26233243541001977,2
Famy,0.25,0.79444,0.02191338516000814,0.003322133715882064,0.91,0.008220574453742815,0.058435654576429644,0.014283606868307444,0.011080316669768192,0.007475052378859957,1
Ferrol,0.25,0.77776,0.00516727817307575,0.0,0.77,0.14879239761274496,0.035308552614156885,0.0009366299585775374,0.011080316669768192,0.2299817231212069,1
Flora,1.0,0.9948800000000001,0.0233125195274085,0.0022650911699195887,0.6402000000000001,0.006850478711452346,0.046077661161474735,0.005385622261820839,0.05057170172355739,0.1986499309044826,2
Floridablanca,1.0,0.97272,0.22892088351089065,0.0036241458718713417,0.73748,0.0,0.10257134534412575,0.06907645944509337,0.14802166628074945,0.009258162505014999,2
Gabaldon,1.0,0.9589600000000001,0.060843776867860626,0.003322133715882064,0.8800000000000001,0.006576459562994252,0.13876261177363655,0.3336744227432476,0.3041404870509449,0.06287883129867732,2
Gainza,0.0,0.96152,0.012646730301293086,0.0019630790139303104,0.30208,0.0046583255237875945,0.07220599009595083,0.006322252220398377,0.011080316669768192,0.30423552337466325,1
Galimuyod,1.0,0.9846,0.011752258827606787,0.001208048623957114,0.4,0.010138708492949473,0.02030241775314021,0.0039806773239545335,0.02897928975170143,0.06007680110043369,2
Gamay,1.0,0.9885600000000001,0.03396264680165002,0.0019630790139303104,0.72252,0.006850478711452346,0.06673316444075651,0.03980677323954534,0.12202553870937022,0.3981035350158251,2
Gamu,1.0,0.99428,0.046394756155764647,0.002567103325908867,0.505,0.006850478711452346,0.04678383221375787,0.027396426288392967,0.02883723440978132,0.1662992186156697,2
Ganassi,0.0,0.99428,0.033101239448586374,0.0,0.0,0.0,0.0,0.0,0.0,0.9171159467359532,1
Gandara,0.0,0.96364,0.0529710357259213,0.009513382913662273,0.49996,0.05425579139470258,0.02877647038053786,0.0119420319718636,0.014915810901611029,0.3711021531054773,1
Gapan,1.0,0.99992,0.207039396526199,0.05708029748197364,0.9823600000000001,0.6042122223500969,0.40728415440429966,0.25640245116060084,0.3217553494490379,0.04020785969470607,0
Garchitorena,0.0,0.07692,0.04005166564684138,0.0,0.7375200000000001,0.0,0.09921703284578084,0.006556409710042761,0.033240950009304576,0.4963019569633634,1
Garcia-Hernandez,0.75,0.9589600000000001,0.03515121492719038,0.024916002869115477,0.6200000000000001,0.005206363820703783,0.1143997104698683,0.009600457075419759,0.07159589232773293,0.1962299957332722,2
Gasan,0.5320400000000001,0.9485600000000001,0.053656681174622474,0.0019630790139303104,0.645,0.006850478711452346,0.16983413807409461,0.021542489047283356,0.13736751563674154,0.1713938189761127,2
Gattaran,1.0,0.84544,0.09165083620379162,0.004228170183849899,0.6054,0.05891411691849017,0.050314687475173564,0.028333056246970502,0.032956839325464365,0.18451241490425335,2
Gen S.K Pendatun,1.0,1.0,0.047452808015689296,0.007852316055721242,0.9737600000000001,0.006850478711452346,0.11793056573128399,0.03980677323954534,0.1637898092338811,0.13840628164224444,2
Gen. Emilio Aguinaldo,0.75,0.89232,0.03476662699784277,0.0018120729359356708,0.9825200000000001,0.01068674678986566,0.10345405915947967,0.02552316637123789,0.2288511558332892,0.4900610715218208,2
Gen. Mariano Alvarez,1.0,0.9818,0.2630308744753364,0.007550303899731963,0.9548000000000001,0.053433733949328294,0.3573225524552677,0.07680365660335807,0.16577858402076256,0.20590973641811383,2
General Luna  (SN),0.0,0.39444,0.022233585064985337,0.014496583487485367,0.6334,0.015345072313653254,0.23409570383186015,0.3594317466041299,0.18467194449613655,0.7101478070929573,1
General Luna (QN),0.5,0.9897600000000001,0.03621274722086478,0.0022650911699195887,0.14772000000000002,0.018907321243608475,0.10980959863002791,0.011239559502930447,0.05753241347764254,0.05740213591120112,1
General Macarthur,0.5,0.0,0.018126673240277818,0.000604024311978557,0.0,0.0,0.0,0.0018732599171550747,0.044747432704833084,0.20883913162536855,1
General Mamerto Natividad,0.79988,0.97144,0.0701591577990722,0.0019630790139303104,0.70752,0.007124497859910439,0.1043367729748336,0.01732765423368444,0.10057518207943436,0.2344394984365945,2
General Nakar,1.0,0.95384,0.0526073303990722,0.011174449771603305,0.8656000000000001,0.23730058256470926,0.024892529592980602,0.014751921847596211,0.03182039659010352,0.03702373446942922,2
General Santos,1.0,0.9846,1.0,0.9649288383857448,0.96692,0.45706393962810055,0.9102544863929644,0.283330562469705,0.6091333061534103,0.01982945825293417,0
General Tinio,1.0,0.96364,0.09037003658388285,0.002416097247914228,0.9798800000000001,0.05425579139470258,0.10239480258105498,0.03348452101914696,0.1157751036648856,0.05307172560482459,2
General Trias,1.0,0.9545600000000001,0.7771605479887215,0.13983162822303596,1.0,0.7020370583496364,0.640497144420806,0.41118055181553886,0.48696571210212003,0.9120213463755101,0
Gerona,1.0,0.8,0.157472799279104,0.0055872248858016525,0.82692,0.05891411691849017,0.15059097689937911,0.07563286915513615,0.11790593379368718,0.05014233039756988,2
Getafe,0.79988,0.9948800000000001,0.04691682121822746,0.0022650911699195887,0.7475200000000001,0.005480382969161876,0.14829592097945893,0.0238840639437272,0.11932648721288823,0.40383496042132344,2
Gigaquit,0.25,0.7892000000000001,0.029356292733853075,0.0021140850919249493,0.9,0.006850478711452346,0.08421089798476417,0.00702472468933153,0.07315850108885409,0.47172051022422606,1
Gigmoto,0.0,0.7230800000000001,0.008209177270359115,0.0,0.5,0.0046583255237875945,0.0,0.0007024724689331529,0.033240950009304576,0.31760884932082606,1
Ginatilan,1.0,0.9230800000000001,0.020937123493202668,0.008607346445694438,0.8940400000000001,0.010412727641407566,0.1417638387458399,0.024118221433371584,0.2603874417395525,0.2242502977157086,2
Gingoog,1.0,0.99912,0.2703484864341903,0.06825474725357694,0.98996,0.7020370583496364,0.6053651345697197,0.16835923505431233,0.7788894397479359,0.26156824535595335,0
Giporlos,0.5,0.5892000000000001,0.015874832604188188,0.0028691154818981457,0.785,0.010138708492949473,0.060201082207137484,0.0025757323860882276,0.022160633339536384,0.6286342013258697,1
Gitagum,1.0,0.8461600000000001,0.024233094254217935,0.02612405149307259,0.77376,0.00794655530528472,0.09021335192917083,0.018264284192261976,0.2528585086177869,0.1738137541473231,2
Glan,0.5,0.7818,0.1988516761299071,0.0028691154818981457,0.92204,0.061380289254613016,0.042017177610846695,0.021542489047283356,0.08225004297174081,0.47261206528730354,2
Gloria,0.25,0.99428,0.07148520305772776,0.002416097247914228,0.375,0.006850478711452346,0.13505521374915008,0.023415748964438432,0.11932648721288823,0.15432690776862873,1
Goa,1.0,0.9025600000000001,0.11724420578259394,0.0028691154818981457,0.6708400000000001,0.16139727844181728,0.06708624996689808,0.027396426288392967,0.03139423056434321,0.3358220456094097,2
Godod,0.0,0.9589600000000001,0.02351960533551875,0.003171127637887424,0.06596,0.007124497859910439,0.03195424011581199,0.00023415748964438434,0.01946158184305439,0.7273420833094523,1
Gonzaga,1.0,0.96924,0.060728922554118804,0.004983200573823095,0.9404,0.05562588713699304,0.06920476312374749,0.014986079337240598,0.07855660408181808,0.12732552585828094,2
Governor Generoso,0.75,0.9794800000000001,0.08895001961398397,0.005436218807807013,0.6569200000000001,0.04603521694095976,0.10062937495034713,0.017093496744040055,0.07301644574693399,0.41848193645759696,2
Gregorio Del Pilar,1.0,0.9230800000000001,0.002014005195800317,0.0055872248858016525,0.49500000000000005,0.01068674678986566,0.042370263136988266,0.0,0.14091889918474418,0.09599373364155667,2
Guagua,1.0,0.9545600000000001,0.21735018150983967,0.005285212729812374,0.9391600000000001,0.06001019351232255,0.24345247027461173,0.1088832326846387,0.2343913141681733,0.01779161810875698,2
Gubat,0.78976,0.79392,0.09665047928531056,0.00604024311978557,0.8598800000000001,0.04466512119866929,0.19331432556250894,0.03816767081203464,0.12103115131592948,0.3080564736449955,2
Guiguinto (BU),1.0,0.9743600000000001,0.19041510472050793,0.0037751519498659815,0.99996,0.09207043388191952,0.20567231897746388,0.17561811723328824,0.12103115131592948,0.04186360481185006,2
Guihulngan,1.0,0.8,0.16005528112142006,0.08894257993884253,0.79876,0.4044522631241465,0.3507904702216486,0.06532993961078323,0.316499301797994,0.37581465843888706,2
Guimba,1.0,0.9818,0.21519231258499336,0.002567103325908867,0.9887600000000001,0.050419523316289266,0.3380793912805522,0.09998524807815211,0.2464660182313822,0.026834533748543266,2
Guimbal,1.0,0.94284,0.05399428324834843,0.0022650911699195887,0.89752,0.006850478711452346,0.10698491442089536,0.09202389343024305,0.11492277161336496,0.11802788020047253,2
Guinayangan,0.79872,0.99428,0.0716279008414676,0.002567103325908867,0.78,0.005480382969161876,0.1493551775578836,0.03465530846736888,0.13481051948217967,0.18909755522865201,2
Guindulman,0.75,0.94284,0.04944535633742239,0.0027181094039035064,0.81,0.005480382969161876,0.12658116112175244,0.018264284192261976,0.07983510215909903,0.26755440077947384,2
Guindulungan,0.25,0.9846,0.036437235197723794,0.0,0.8500000000000001,0.01068674678986566,0.03654435195565237,0.08382838129268959,0.03537178013810615,0.8713919085009775,1
Guinobatan,1.0,0.82728,0.13637440988810656,0.0019630790139303104,0.49996,0.05589990628545115,0.2130871150264368,0.04004093072918972,0.17415984919404875,0.29824936795114276,2
Guinsiliban,1.0,0.97692,0.004681757664985328,0.006342255275774848,1.0,0.012330861680614221,0.09250840784909105,0.03254789106056942,0.022160633339536384,0.3587477472314031,2
Guipos,0.25,0.77296,0.030877242282494756,0.003020121559892785,0.14516,0.0,0.03672089471872316,0.005853937241109608,0.023297076074897227,0.37492310337580953,1
Guiuan,0.66668,0.96364,0.0859081205167006,0.0036241458718713417,0.5,0.07590330412289199,0.13311324335537145,0.0433191355842111,0.15128893914491184,0.5241948939367886,2
Gumaca,1.0,0.9025600000000001,0.12161040992165799,0.0034731397938767027,0.9674,0.05891411691849017,0.12216759204498281,0.05619779751465224,0.2518641212243462,0.07013863681230856,2
Gutalac,1.0,0.9818,0.055852834870716066,0.0043791762618445385,0.02352,0.04274698715946264,0.0861528683785428,0.0018732599171550747,0.0339512267189051,0.731927223633851,2
Hadji Mohammad Ajul,0.0,0.0,0.035901248400261966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Hadji Muhtamad,0.79988,0.6000000000000001,0.039802814633734106,0.0,0.021640000000000003,0.0010960765938323753,0.021185131568494133,0.05643195500429662,0.024149408126417856,0.9295977176190385,1
Hadji Panglima Tahil,0.0,0.0,0.004142290433773747,0.0,0.0,0.0,0.0,0.0,0.0,0.9712460755656598,1
Hagonoy (BU),0.30772,0.90908,0.22527686937490016,0.004832194495828456,0.99676,0.054529810543160674,0.3500842991693655,0.13042572173192207,0.1417712312362648,0.03422170427118558,1
Hagonoy (DS),1.0,0.9846,0.09209981215750965,0.003926158027860621,0.885,0.006028421266078065,0.26816845710452153,0.015922709295818134,0.17472807056172918,0.1520343376064294,2
Hamtic,0.0,0.7946,0.07760902624041664,0.0013590547019517532,0.08928000000000001,0.0,0.0,0.021074174067994587,0.07017533890853188,0.2070560214992135,1
Hermosa,1.0,0.96364,0.12781602329746605,0.010419419381630109,0.97488,0.053433733949328294,0.07114673351752612,0.13229898164907714,0.06690806604436947,0.08656872297473715,2
